video_url,Step_No,Instruction_Text,Action_Type,Tool_Product,Purpose_Outcome,NLP_Matched,AI_Matched
https://www.youtube.com/watch?v=sgUtYiQR8J8,2,Take the lid off and carefully cut an X-shape slit into it.,Take,lid,the lid,Make an x-shaped slit in the lid of a cylindrical plastic food-storage tub.,Thread the inner end of the paper towel roll through the slit in the lid.
https://www.youtube.com/watch?v=sgUtYiQR8J8,3,"Then, cut a paper towel roll widthwise into sections that will fit inside of the plastic tub.",Cut,widthwise,a paper towel roll,Cut a paper towel roll into sections that will fit in your plastic tub.,Cut a paper towel roll into sections that will fit in your plastic tub.
https://www.youtube.com/watch?v=sgUtYiQR8J8,4,"Place one of the sections of paper towel inside the tub and pour one cup, 240 milliliters, of disinfecting solution over it.",Place,one,one of the sections of paper towel,Place one of the paper towel sections inside the plastic container.,Pour 1 cup (240 mL) of an EPA-approved disinfecting solution over the paper towels.
https://www.youtube.com/watch?v=sgUtYiQR8J8,5,"Use an EPA approved disinfecting solution, like 60 to 90% rubbing alcohol, Lysol multi-surface cleaner, or Clorox disinfecting bathroom cleaner to ensure your wipes effectively kill germs and bacteria.",Use,solution,"an EPA approved disinfecting solution , like 60 to 90 % rubbing alcohol , Lysol multi - surface cleaner , or Clorox disinfecting bathroom cleaner",Pour 1 cup (240 mL) of an EPA-approved disinfecting solution over the paper towels.,Discard any wipes immediately after using them.
https://www.youtube.com/watch?v=sgUtYiQR8J8,6,Let the paper towel soak in the solution for 12 hours.,Let,,the paper towel soak in the solution for 12 hours,Allow the paper towels to soak in the solution overnight.,Allow the paper towels to soak in the solution overnight.
https://www.youtube.com/watch?v=sgUtYiQR8J8,7,"Then, pull out the softened cardboard tube in the center of the roll.",Pull,tube,the softened cardboard tube,Pull the cardboard tube out of the center of the roll.,Pull the cardboard tube out of the center of the roll.
https://www.youtube.com/watch?v=sgUtYiQR8J8,8,"Finally, insert the inner end of the paper towel roll into the slit you cut in the lid.",Insert,end,the inner end of the paper towel roll,Thread the inner end of the paper towel roll through the slit in the lid.,Thread the inner end of the paper towel roll through the slit in the lid.
https://www.youtube.com/watch?v=9676dHvNPXU,1,Okay see you about the day.,See,you,you,Do not rinse the rice before you cook it.,Know what to expect.
https://www.youtube.com/watch?v=F9tn-vgdQ8U,1,"To grow a tomato plant, start by planting a baby tomato plant in a sunny spot with soil that's rich in nutrients.",Grow,plant,a tomato plant,Choose a sunny spot.,Choose a fertilizer.
https://www.youtube.com/watch?v=F9tn-vgdQ8U,2,Then set up a tomato cage around the plant to support it as it grows.,Set,cage,a tomato cage,Cage or stake your tomatoes.,Cage or stake your tomatoes.
https://www.youtube.com/watch?v=F9tn-vgdQ8U,3,Water the plant one to two times a week until the plant matures and the water gets hotter.,Water,plant,the plant,Water every 7 to 10 days.,Water every 7 to 10 days.
https://www.youtube.com/watch?v=F9tn-vgdQ8U,4,"When that happens, water the plant deeply three times a week.",Happen,,that,Transplant the plant deeply.,Transplant the plant deeply.
https://www.youtube.com/watch?v=F9tn-vgdQ8U,5,"After a couple of weeks, add a layer of mulcher on the plant to help keep the soil moist.",Add,After,a layer of mulcher,Add lots of compost to the garden soil.,Add lots of compost to the garden soil.
https://www.youtube.com/watch?v=F9tn-vgdQ8U,6,You can also apply a small amount of vegetable fertilizer to help your plant grow healthy and strong.,Apply,amount,a small amount of vegetable fertilizer,Choose a fertilizer.,Choose a fertilizer.
https://www.youtube.com/watch?v=xYXj9DwKHr4,1,Ludo is a strategy board game played with two to four players.,,,Ludo,Reach the home space with all 4 of your pawns first to win the game.,Place another pawn on the board if you roll another 6.
https://www.youtube.com/watch?v=xYXj9DwKHr4,2,The objective of the game is to be the first player to move all four of your tokens around the board and into the home base.,,,The objective of the game,Reach the home space with all 4 of your pawns first to win the game.,Reach the home space with all 4 of your pawns first to win the game.
https://www.youtube.com/watch?v=xYXj9DwKHr4,3,"To set the game up, each player places their four tokens on the four blank spaces inside the circle on their corner of the board.",Set,game,the game,Reach the home space with all 4 of your pawns first to win the game.,Reach the home space with all 4 of your pawns first to win the game.
https://www.youtube.com/watch?v=xYXj9DwKHr4,4,Each player rolls the dice and the player with the highest roll goes first.,Roll,dice,the dice,End your turn and pass the die to the next player after you move a pawn.,Decide who goes first by rolling the die.
https://www.youtube.com/watch?v=xYXj9DwKHr4,5,"Going clockwise, each player takes turns rolling the dice once per turn until they roll a six.",Go,clockwise,each player,End your turn and pass the die to the next player after you move a pawn.,Place another pawn on the board if you roll another 6.
https://www.youtube.com/watch?v=xYXj9DwKHr4,6,"Once a player rolls a six, they may place one of their tokens on the starting position in the March square on the leftmost column where their color starts.",Roll,six,a six,Place all of your pieces onto the corresponding color pocket.,Place another pawn on the board if you roll another 6.
https://www.youtube.com/watch?v=xYXj9DwKHr4,7,"Once a piece is in play, that player must move their token according to the number rolled on each die roll they make.",Move,token,a piece,End your turn and pass the die to the next player after you move a pawn.,End your turn and pass the die to the next player after you move a pawn.
https://www.youtube.com/watch?v=xYXj9DwKHr4,8,Pieces move clockwise around the board on the white spaces until they return to the player's starting column.,Move,clockwise,Pieces,Move your pawns around the board going towards your home stretch.,End your turn and pass the die to the next player after you move a pawn.
https://www.youtube.com/watch?v=xYXj9DwKHr4,9,"Once a piece reaches the color-coded row at the end of their trip around the board, a player must roll a die with the exact number of spaces required to reach the home base in the middle.",Reach,row,the color - coded row at the end of their trip around the board,End your turn and pass the die to the next player after you move a pawn.,Roll the exact number needed to get each pawn onto the home base.
https://www.youtube.com/watch?v=xYXj9DwKHr4,10,"When a piece successfully reaches the home base, it is removed from play.",Reach,base,the home base,Roll the exact number needed to get each pawn onto the home base.,Roll the exact number needed to get each pawn onto the home base.
https://www.youtube.com/watch?v=xYXj9DwKHr4,11,"If a player rolls a six and already has a token in play, they may elect to put a new token into play.",Roll,six,a six,End your turn and pass the die to the next player after you move a pawn.,Place another pawn on the board if you roll another 6.
https://www.youtube.com/watch?v=xYXj9DwKHr4,12,"If a six is rolled, that player makes an additional bonus roll.",Roll,,a six,End your turn and pass the die to the next player after you move a pawn.,Place another pawn on the board if you roll another 6.
https://www.youtube.com/watch?v=xYXj9DwKHr4,13,"If a second six is rolled, that player takes a third roll.",Roll,,a second six,End your turn and pass the die to the next player after you move a pawn.,Place another pawn on the board if you roll another 6.
https://www.youtube.com/watch?v=xYXj9DwKHr4,14,"A player may not land on a square they already occupy, although there are variations of the game that allow a piece to be promoted to a double piece.",Land,,A player,End your turn and pass the die to the next player after you move a pawn.,Land on the same space as an opponent’s pawn to move past it.
https://www.youtube.com/watch?v=xYXj9DwKHr4,15,"However, if a player lands on an opposing player's token, that opposing player's token is returned to its original starting position in the corner of the board.",Land,,a player,Place another pawn on the board if you roll another 6.,Land on the same space as an opponent’s pawn to move past it.
https://www.youtube.com/watch?v=xYXj9DwKHr4,16,"The first player to get all four of their tokens to the home base wins, and play resumes to determine the second, third, and fourth-place players.",Determine,players,all four of their tokens,End your turn and pass the die to the next player after you move a pawn.,Reach the home space with all 4 of your pawns first to win the game.
https://www.youtube.com/watch?v=wL_QrNhVR38,1,"My name is Imaj Bharat, I'm a relationship coach working for NYC Wing Woman and the perfect suitor.",,,My name,Agree on a time and platform for your date.,Avoid giving out personal information to anyone you meet online.
https://www.youtube.com/watch?v=wL_QrNhVR38,2,We help people become the best versions of themselves.,Help,,people become the best versions of themselves,Videochat and talk on the phone instead of just texting.,Try to be positive and uplifting.
https://www.youtube.com/watch?v=wL_QrNhVR38,3,"The dynamic of dating has completely changed in a matter of weeks, which is interesting because everything now is virtual, whether that be through online dating or social media.",Change,,The dynamic of dating,Make sure your device is charged and plugged in.,Agree on a time and platform for your date.
https://www.youtube.com/watch?v=wL_QrNhVR38,4,This is really the time to take advantage of these platforms.,,,This,Videochat and talk on the phone instead of just texting.,Agree on a time and platform for your date.
https://www.youtube.com/watch?v=wL_QrNhVR38,5,"So you have Tinder, you have Bumble, you have Hinge, which are the more universal types.",Have,Hinge,Tinder,Have a conversation about how often you should talk.,Tidy up the space where you'll be chatting.
https://www.youtube.com/watch?v=wL_QrNhVR38,6,"But then you have other ones specifically for a niche like J Swipes, which is for Jewish singles, Minder, which is basically Muslim Tinder for Muslim singles.",Have,ones,"other ones specifically for a niche like J Swipes , which is for Jewish singles , Minder , which is basically Muslim Tinder for Muslim singles",Agree on a time and platform for your date.,Avoid meeting in person unless you live with your partner.
https://www.youtube.com/watch?v=wL_QrNhVR38,7,"Use this time to really find out which one fits your needs and take advantage and you might find the person you're looking for, the person you're dreaming, during the Squirm chain.",Use,,this time,Don't leave the house if you're feeling sick.,Avoid meeting in person unless you live with your partner.
https://www.youtube.com/watch?v=wL_QrNhVR38,8,Have you ever had that one person that you've always kind of been interested in but never really had the courage to talk to?,Have,,that one person that you 've always kind of been interested in but never really had the courage to talk to,Videochat and talk on the phone instead of just texting.,Have a conversation about how often you should talk.
https://www.youtube.com/watch?v=wL_QrNhVR38,9,"Well, this is the perfect chance.",,,this,Make sure your device is charged and plugged in.,Make future plans together.
https://www.youtube.com/watch?v=wL_QrNhVR38,10,This is the time to really build your courage and reach out to them and see where it goes.,,,This,Agree on a time and platform for your date.,Try to be positive and uplifting.
https://www.youtube.com/watch?v=wL_QrNhVR38,11,"Also, if you had somebody in the past that you might have had a potential fling with or something romantic, this is the time to really see if this might be a better time for you guys or if you guys might be in a different headspace and use this time to really reflect on what didn't work in the past and what could work in the future.",Have,somebody,somebody in the past that you might have had a potential fling with or something romantic,Agree on a time and platform for your date.,Agree on a time and platform for your date.
https://www.youtube.com/watch?v=pPYmcaPwwVU,1,"To make clear slime, start by mixing half a teaspoon, 4 grams of borax with 1 cup, 240 milliliters of hot water.",Make,slime,clear slime,Mix the Borax powder and warm water together in a separate bowl.,Mix the Borax powder and warm water together in a separate bowl.
https://www.youtube.com/watch?v=pPYmcaPwwVU,2,"Then, in a separate bowl, add a half a cup, 120 milliliters of clear glue.",Add,,"a half a cup , 120 milliliters of clear glue",Combine the clear glue and room-temperature water in a large bowl.,Combine the clear glue and room-temperature water in a large bowl.
https://www.youtube.com/watch?v=pPYmcaPwwVU,3,"Now add 3 teaspoons, 15 milliliters of the borax solution to the glue mixture, and stir everything thoroughly.",Add,teaspoons,"3 teaspoons , 15 milliliters of the borax solution to the glue mixture",Stir 2 tablespoons (30 ml) of saline solution into the mixture.,Combine the glue mixture and the Borax solution.
https://www.youtube.com/watch?v=pPYmcaPwwVU,4,"If you want to make the slime less sticky, you can add a bit more borax solution.",Want,,to make the slime less sticky,Combine the glue mixture and the Borax solution.,Combine the glue mixture and the Borax solution.
https://www.youtube.com/watch?v=pPYmcaPwwVU,5,"Alternatively, if you want to make the slime softer, try adding a little more glue.",Want,,to make the slime softer,Combine the clear glue and room-temperature water in a large bowl.,Play with your slime or store it in an airtight container until it gets clear.
https://www.youtube.com/watch?v=heSlq1prBzE,1,"To grow sunflowers in a pot, first get some dwarf sunflower seeds.",Grow,sunflowers,sunflowers,Keep your sunflower in direct sunlight.,Buy sunflower seeds for growing.
https://www.youtube.com/watch?v=heSlq1prBzE,2,"Dwarf sunflowers grow well in pots since they don't get over 4 feet, 1.2 meters tall.",Grow,in pots,Dwarf sunflowers,Keep your sunflower in direct sunlight.,Buy sunflower seeds for growing.
https://www.youtube.com/watch?v=heSlq1prBzE,3,Fill a 16 by 18 inch 40 by 45 centimeter pot with topsoil that has a pH between 6 and 7.,Fill,inch,a 16 by 18 inch 40 by 45 centimeter pot,Water your sunflower several times a week.,Add potting soil and compost.
https://www.youtube.com/watch?v=heSlq1prBzE,4,Mix a handful of compost into the soil to help your sunflowers grow faster.,Mix,handful,a handful of compost,Push each seed about 1 inch (2.5 cm) into the soil.,Keep your sunflower in direct sunlight.
https://www.youtube.com/watch?v=heSlq1prBzE,5,"Then push the seeds 1 inch, 2.5 centimeters, beneath the surface of the soil, with at least 4 inches, 10 centimeters, between each seed.",Push,seeds,the seeds,Push each seed about 1 inch (2.5 cm) into the soil.,Push each seed about 1 inch (2.5 cm) into the soil.
https://www.youtube.com/watch?v=heSlq1prBzE,6,Place the pot in an indoor or outdoor spot that gets at least 6 hours of direct sunlight every day.,Place,pot,the pot,Keep your sunflower in direct sunlight.,Keep your sunflower in direct sunlight.
https://www.youtube.com/watch?v=heSlq1prBzE,7,Water the seeds every day to keep the soil moist.,Water,seeds,the seeds,Water the seeds daily.,Water the seeds daily.
https://www.youtube.com/watch?v=heSlq1prBzE,8,Your sunflowers should bloom in about 12 weeks.,Bloom,,,Keep your sunflower in direct sunlight.,Keep your sunflower in direct sunlight.
https://www.youtube.com/watch?v=NO43znXYDW4,1,"To make clay, first pour 2 cups, 250 grams of all-purpose flour, 3 fourths cup, 230 grams of table salt, and 4 teaspoons, 14 grams of cream of tartar into a large nonstick pot.",Make,clay,clay,"Combine all-purpose flour, salt, and cream of tartar in a large pot.","Combine all-purpose flour, salt, and cream of tartar in a large pot."
https://www.youtube.com/watch?v=NO43znXYDW4,2,"Then add 2 cups, 500 milliliters of room temperature water, and 2 tablespoons, 30 milliliters of vegetable oil.",Add,cups,"2 cups , 500 milliliters of room temperature water , and 2 tablespoons , 30 milliliters of vegetable oil",Add 2 cups (470 mL) of water and 2 US tbsp (30 mL) of vegetable oil.,Add 2 cups (470 mL) of water and 2 US tbsp (30 mL) of vegetable oil.
https://www.youtube.com/watch?v=NO43znXYDW4,3,Heat the ingredients over medium heat and stir constantly with a wooden spoon to blend everything together.,Heat,ingredients,the ingredients,Heat the ingredients over medium heat while stirring with a wooden spoon.,Heat the ingredients over medium heat while stirring with a wooden spoon.
https://www.youtube.com/watch?v=NO43znXYDW4,4,Stop stirring when the ingredients start to stick together and form a thick ball around your spoon.,Stop,,stirring,Stop stirring and turn off the burner when the clay is a thick ball.,Heat the ingredients over medium heat while stirring with a wooden spoon.
https://www.youtube.com/watch?v=NO43znXYDW4,5,Now pour the clay onto some wax paper and let it cool for 1 to 2 minutes.,Pour,clay,the clay,Place the clay on wax paper so it can cool for 1-2 minutes.,Place the clay on wax paper so it can cool for 1-2 minutes.
https://www.youtube.com/watch?v=NO43znXYDW4,6,"Once the clay is room temperature, knead it until it's smooth and soft.",Knead,,the clay,Knead the room temperature clay until it's soft and smooth.,Knead the room temperature clay until it's soft and smooth.
https://www.youtube.com/watch?v=NO43znXYDW4,7,"To dye your clay a different color, place it in a resealable plastic bag and add 5 to 6 drops of food coloring.",Dye,clay,your clay,Store your clay in a resealable plastic bag for up to 3 months.,Dye your clay using 5-6 drops of food coloring if you like.
https://www.youtube.com/watch?v=NO43znXYDW4,8,Close the bag and knead the clay between your hands.,Close,bag,the bag,Store your clay in a resealable plastic bag for up to 3 months.,Knead the clay until it reaches an even consistency.
https://www.youtube.com/watch?v=NO43znXYDW4,9,You can store your clay in a resealable plastic bag for up to 3 months.,Store,clay,your clay,Store your clay in a resealable plastic bag for up to 3 months.,Store your clay in a resealable plastic bag for up to 3 months.
https://www.youtube.com/watch?v=cf_QiBDiykg,1,The best way to kill bed bugs is to run your clothes and bedding through the dryer on high heat for 10 to 20 minutes.,,,bed bugs,Wash and dry your machine-washables on high heat to kill the bed bugs.,Wash and dry your machine-washables on high heat to kill the bed bugs.
https://www.youtube.com/watch?v=cf_QiBDiykg,2,"For stubborn infestations, use a bed bug specific insecticide or spread diatomaceous earth around problem areas.",Use,For,a bed bug specific insecticide,Buy silica aerogel or diatomaceous earth to kill the bed bugs.,Buy silica aerogel or diatomaceous earth to kill the bed bugs.
https://www.youtube.com/watch?v=cf_QiBDiykg,3,How to kill bed bugs,Kill,bugs,bed bugs,Wash and dry your machine-washables on high heat to kill the bed bugs.,Buy silica aerogel or diatomaceous earth to kill the bed bugs.
https://www.youtube.com/watch?v=qNxyAnG3o_I,1,"To breed betta fish, start by putting a male and female betta fish in separate tanks.",Breed,fish,betta fish,Remove the female betta.,Remove the female betta.
https://www.youtube.com/watch?v=qNxyAnG3o_I,2,Keep your fish like this for a few months so they get used to their new environment.,Keep,fish,your fish like this,Wait for fry to hatch.,Set up your breeding tank.
https://www.youtube.com/watch?v=qNxyAnG3o_I,3,"Once your fish are settled in, start feeding them live food like brine shrimp and bloodworms, so they're healthy for breeding.",Settle,,your fish,Start feeding live food when you are ready to breed them.,Start feeding live food when you are ready to breed them.
https://www.youtube.com/watch?v=qNxyAnG3o_I,4,"After your fish have been eating live food for a couple of weeks, put them into a tank together so they're separated by a divider.",Eat,food,live food,Obtain a breeding pair.,Start feeding live food when you are ready to breed them.
https://www.youtube.com/watch?v=qNxyAnG3o_I,5,Leave them like this for a few days so they get used to each other.,Leave,them,them,Wait for fry to hatch.,Let them settle in.
https://www.youtube.com/watch?v=qNxyAnG3o_I,6,"Finally, remove the divider and wait for your fish to breed.",Remove,divider,the divider,Wait for fry to hatch.,Remove the divider.
https://www.youtube.com/watch?v=_ceMagY2kOw,1,"The fastest way to play the clarinet is to hold the top stack with your left hand and the bottom with your right, while placing your fingers on the respective keyholes.",Place,fingers,the clarinet,Hold the clarinet properly.,Hold the clarinet properly.
https://www.youtube.com/watch?v=_ceMagY2kOw,2,"Put the mouthpiece in your mouth and blow air into the instrument, while keeping the corners of your mouth tight.",Put,mouthpiece,the mouthpiece,Seal the corners of your mouth around the mouthpiece.,Seal the corners of your mouth around the mouthpiece.
https://www.youtube.com/watch?v=_ceMagY2kOw,3,"To learn how to prepare your clarinet for playing and advance your skill set, scroll down.",Learn,,how to prepare your clarinet for playing and advance your skill set,Get a clarinet appropriate for your purposes.,Inspect the clarinet and learn the names of the parts
https://www.youtube.com/watch?v=bsJqO93vN48,1,Brushing a cat is part of being a responsible cat parent.,,,a cat,Search for signs of fleas.,Brush your cat's sides and abdomen.
https://www.youtube.com/watch?v=bsJqO93vN48,2,"Regular brushing sessions help to cut down on loose dander, the number of hairballs your cat coughs up, and the amount of fur your cat sheds.",Help,,"to cut down on loose dander , the number of hairballs your cat coughs up , and the amount of fur your cat sheds",Brush your cat's sides and abdomen.,Brush your cat's sides and abdomen.
https://www.youtube.com/watch?v=bsJqO93vN48,3,"You'll need different tools depending on whether your cat is a short hair or a long hair, but for both it's recommended that you wear rubber gloves.",Need,tools,different tools,Wear sterilized rubber gloves.,Brush your cat's sides and abdomen.
https://www.youtube.com/watch?v=bsJqO93vN48,4,"Regardless of your cat's hair length, the inspections you perform before each brushing can help you spot problems in their early stages while they're still treatable.",Help,you,the inspections,Brush your cat's sides and abdomen.,Brush your cat's sides and abdomen.
https://www.youtube.com/watch?v=bsJqO93vN48,5,"In other words, a routine brushing can save your kitty's life.",Save,,your kitty 's life,Brush your cat's sides and abdomen.,Brush your cat's sides and abdomen.
https://www.youtube.com/watch?v=bsJqO93vN48,6,"To brush a cat, first put on some rubber gloves.",Brush,cat,a cat,Repeat 2 to 3 times a week.,Brush your cat's sides and abdomen.
https://www.youtube.com/watch?v=bsJqO93vN48,7,"Start by using a metal brush or fine-tooth comb to gently brush your cat with the grain of its fur, being extra careful around its ears.",Start,,a metal brush or fine - tooth comb,Brush with a wide-toothed comb.,Brush your cat's sides and abdomen.
https://www.youtube.com/watch?v=bsJqO93vN48,8,"If your cat lets you, move the brush towards its side and belly, but stop immediately if it starts to hiss or swat at the brush.",Let,you,you,Brush your cat's sides and abdomen.,Brush your cat's sides and abdomen.
https://www.youtube.com/watch?v=bsJqO93vN48,9,"When you're done brushing, pet your cat all over to pick up loose hairs.",Do,brushing,brushing,Brush your cat's sides and abdomen.,Brush your cat's sides and abdomen.
https://www.youtube.com/watch?v=bsJqO93vN48,10,Repeat the process twice a week to lessen the risk of hairballs.,Repeat,process,the process,Repeat 2 to 3 times a week.,Repeat 2 to 3 times a week.
https://www.youtube.com/watch?v=UtyNgZh9lnQ,1,"To wake up early, set alarms to go off in five-minute intervals, at least five minutes before the time that you need to wake up.",Wake,,alarms,Try to fall back asleep if you wake up at night.,Set your alarm clock 15 minutes earlier than normal.
https://www.youtube.com/watch?v=UtyNgZh9lnQ,2,"If you tend to sleep through your alarm or hit the snooze button, try placing your alarm across the room, from your bed so you have to get up to turn it off.",Tend,,you,Try to fall back asleep if you wake up at night.,Put your alarm clock away from your bed.
https://www.youtube.com/watch?v=UtyNgZh9lnQ,3,"Once you're up, drink some tea or coffee to jump start your body.",Drink,tea,you,Start a nighttime routine.,Exercise early enough in the day.
https://www.youtube.com/watch?v=UtyNgZh9lnQ,4,You can also splash cold water on your face or hop in the shower to quickly wake yourself up.,Splash,water,cold water,Mentally prepare yourself to wake up early.,Mentally prepare yourself to wake up early.
https://www.youtube.com/watch?v=UtyNgZh9lnQ,5,Remember to be in bed at least seven hours before you need to wake up in the morning.,Remember,,to be in bed at least seven hours before you need to wake up in the morning,Try to fall back asleep if you wake up at night.,Mentally prepare yourself to wake up early.
https://www.youtube.com/watch?v=UtyNgZh9lnQ,6,"The more rested you are, the easier it will be to wake up early.",,,you,Mentally prepare yourself to wake up early.,Mentally prepare yourself to wake up early.
https://www.youtube.com/watch?v=UtyNgZh9lnQ,7,"Once you've established a morning routine, stick to it.",Establish,routine,a morning routine,Start a nighttime routine.,Mentally prepare yourself to wake up early.
https://www.youtube.com/watch?v=UtyNgZh9lnQ,8,Your body will adapt to waking up early if you're consistent with your routine every morning.,Adapt,,you,Try to fall back asleep if you wake up at night.,Mentally prepare yourself to wake up early.
https://www.youtube.com/watch?v=cWlKjd5uFFw,1,Prepare the floors I'm not sure if you can see it.,Prepare,floors,the floors,Whisk 2 eggs with 1⁄2 cup (120 ml) of hot milk and stir it into the pudding.,Uncover the pot and pour in the small tapioca pearls.
https://www.youtube.com/watch?v=cWlKjd5uFFw,2,I'm not sure if you can see it.,See,,I,Whisk 2 eggs with 1⁄2 cup (120 ml) of hot milk and stir it into the pudding.,Uncover the pot and pour in the small tapioca pearls.
https://www.youtube.com/watch?v=dxqB2ap4BgY,1,"If someone has been stabbed, call 911 immediately.",Stab,,someone,Call for emergency help immediately.,Call for emergency help immediately.
https://www.youtube.com/watch?v=dxqB2ap4BgY,2,Lay the stabbed person down and check their pulse and breathing.,Lay,person,the stabbed person,Lay the person down.,Check the victim's consciousness.
https://www.youtube.com/watch?v=dxqB2ap4BgY,3,"If the stabbing object is still embedded, do not remove it.",Embed,,the stabbing object,Do not remove the stabbing object if it is embedded.,Do not remove the stabbing object if it is embedded.
https://www.youtube.com/watch?v=dxqB2ap4BgY,4,Use a shirt to apply pressure around the wound if the person is still impaled or directly over the wound if the stabbing object has been removed.,Use,shirt,a shirt,Do not remove the stabbing object if it is embedded.,Reposition the victim so the wound is above the heart.
https://www.youtube.com/watch?v=BdEon7z5PZA,1,"To grow pine trees from seeds, collect large, unopened pine cones and set them in the sun.",Grow,trees,pine trees,Collect large pine cones.,Collect large pine cones.
https://www.youtube.com/watch?v=BdEon7z5PZA,2,"Once they have dried out, shake the pine cones over a piece of mesh to extract the seeds and place the seeds in a container with water for one to two days.",Dry,,they,Place the pine tree roots carefully at the bottom and cover with soil.,"Put the seeds in a clear, water-filled container for 24–48 hours."
https://www.youtube.com/watch?v=BdEon7z5PZA,3,"Then, place the seeds between layers of moist paper towels in the refrigerator and check for growth after three weeks.",Place,seeds,the seeds,"For a small quantity of seeds, store between moist paper towels.","Put the seeds in a clear, water-filled container for 24–48 hours."
https://www.youtube.com/watch?v=BdEon7z5PZA,4,Plant any seeds with growth in cylindrical tubes with pine tree potting mix to encourage long roots.,Plant,seeds,any seeds,Plant the seeds in a tube or pot with a pine tree potting mix.,Plant the seeds in a tube or pot with a pine tree potting mix.
https://www.youtube.com/watch?v=BdEon7z5PZA,5,"For tips from our horticulturist reviewer on caring for pine seedings, including how much sun seedings need, read on.",Read,For tips,for pine seedings,"Spread the cones out on a dry, warm surface.",Choose the species of pine that is the best for your soil and your climate.
https://www.youtube.com/watch?v=oEEd719GXqQ,1,"To infuse olive oil, start by washing your fresh herbs and letting them dry completely overnight, which will help prevent the growth of bacteria.",Infuse,oil,olive oil,"Add your herbs to a food processor, and pulverize them for 30 seconds.",Store heat-infused olive oil at room temperature or in the refrigerator.
https://www.youtube.com/watch?v=oEEd719GXqQ,2,"Then, place the herbs in a food processor and pulverize them for 30 seconds.",Place,herbs,the herbs,"Add your herbs to a food processor, and pulverize them for 30 seconds.","Add your herbs to a food processor, and pulverize them for 30 seconds."
https://www.youtube.com/watch?v=oEEd719GXqQ,3,"Next, add the herbs to a bottle and fill it to the top with olive oil.",Add,herbs,the herbs,Add woody herbs and preserved ingredients to the oil as it cools.,Place the herbs in the bottle and pour the oil on top.
https://www.youtube.com/watch?v=oEEd719GXqQ,4,Refrigerate the bottle for 1-2 weeks so the flavors in the herbs infuse with the oil.,Refrigerate,bottle,the bottle,Refrigerate the oil for 1-2 weeks to infuse the flavors.,Refrigerate the oil for 1-2 weeks to infuse the flavors.
https://www.youtube.com/watch?v=oEEd719GXqQ,5,"Finally, strain and re-bottle the oil once you're satisfied with the flavor.",Strain,,the oil,Strain and re-bottle the oil when the flavor is strong enough.,Strain and re-bottle the oil when the flavor is strong enough.
https://www.youtube.com/watch?v=fGL8ct5z84s,1,"To get glue off your hands, start by soaking your hands in hot water for several minutes.",Get,,glue,Soak your fingers in warm water.,Remove glue with an exfoliating body soap or deep cleaning hand soap.
https://www.youtube.com/watch?v=fGL8ct5z84s,2,"You can also try rubbing some vegetable oil or butter on the glue, which should loosen it so it peels off.",Try,,"rubbing some vegetable oil or butter on the glue , which should loosen it so it peels off",Apply vegetable oil to the affected area.,Remove glue with acetone.
https://www.youtube.com/watch?v=fGL8ct5z84s,3,"If the glue is really stuck on there, cover it with a cotton ball soaked in acetone nail polish remover until it dissolves and comes off.",Stick,,the glue,Remove glue with acetone.,Remove glue with acetone.
https://www.youtube.com/watch?v=fGL8ct5z84s,4,"If you don't have nail polish remover, massage the glue with petroleum jelly instead.",Have,remover,nail polish remover,Massage petroleum jelly onto the affected area.,Remove glue with acetone.
https://www.youtube.com/watch?v=Bbpgl1YL-Rk,1,COVID-19 is an infectious disease caused by a virus known as SARS coronavirus 2.,,,COVID-19,"Safe and highly effective COVID-19 vaccines developed by Pfizer-BioNTech and Moderna have been approved for emergency use in the US and other countries, and will be distributed first to health care workers, people in long-term care facilities and other adults who are at risk of serious disease.","In the United States, your state public health lab or the CDC will confirm a COVID-19 infection."
https://www.youtube.com/watch?v=Bbpgl1YL-Rk,2,This disease has been classified as a global pandemic.,Classify,,This disease,"Safe and highly effective COVID-19 vaccines developed by Pfizer-BioNTech and Moderna have been approved for emergency use in the US and other countries, and will be distributed first to health care workers, people in long-term care facilities and other adults who are at risk of serious disease.","The term ""coronavirus"" refers to a large family of viruses that make people sick."
https://www.youtube.com/watch?v=Bbpgl1YL-Rk,3,"In this video, Wikihow will interview expert virologist Dr. Shannon Bennett to learn about the properties of this virus and how it affects your body.",Interview,,expert virologist Dr. Shannon Bennett,"It’s possible, but this isn’t the main way the virus spreads.","It’s possible, but this isn’t the main way the virus spreads."
https://www.youtube.com/watch?v=Bbpgl1YL-Rk,4,I'm Dr. Shannon Bennett at the California Academy of Sciences where I'm Chief of Science and Dean of Science and Research Collections.,,the California Academy of Sciences,I,"Safe and highly effective COVID-19 vaccines developed by Pfizer-BioNTech and Moderna have been approved for emergency use in the US and other countries, and will be distributed first to health care workers, people in long-term care facilities and other adults who are at risk of serious disease.",Help educate those around you.
https://www.youtube.com/watch?v=Bbpgl1YL-Rk,5,I'm also an associate curator of microbiology with a specialty in viruses and an expert on studying how infectious diseases jumped from animals to humans.,,,I,"Call your doctor if you have fever, cough, and shortness of breath and have recently returned from travel or come into contact with an infected person.","The term ""coronavirus"" refers to a large family of viruses that make people sick."
https://www.youtube.com/watch?v=Bbpgl1YL-Rk,6,What is a virus?,,,What,"It’s possible, but this isn’t the main way the virus spreads.","The term ""coronavirus"" refers to a large family of viruses that make people sick."
